"id","meta_key","meta_value","term_id","created_by","created_date","last_modified_by","last_modified_date"
1616,"displayName.zh-cn","男士时尚",1001,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1617,"displayName.zh-cn","女士时尚",1002,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1618,"displayName.zh-cn","手机和平板电脑",1004,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1619,"displayName.zh-cn","电脑",1005,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1620,"displayName.zh-cn","相机和电视",1006,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1621,"displayName.zh-cn","居家生活",1007,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1622,"displayName.zh-cn","妈妈和孩子",1008,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1623,"displayName.zh-cn","健康与美容",1009,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1624,"displayName.zh-cn","运动",1010,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1625,"displayName.zh-cn","水疗优惠",1011,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1626,"displayName.zh-cn","娱乐优惠",1012,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1627,"displayName.zh-cn","旅遊优惠",1013,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1628,"displayName.zh-cn","其他",1014,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1629,"displayName.zh-cn","会计与审计服务",1015,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1630,"displayName.zh-cn","广告与公共关系",1016,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1631,"displayName.zh-cn","农业/林业/渔业",1017,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1632,"displayName.zh-cn","航空",1018,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1633,"displayName.zh-cn","建筑",1019,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1634,"displayName.zh-cn","汽车",1020,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1635,"displayName.zh-cn","银行业",1021,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1636,"displayName.zh-cn","美容/化妆品",1022,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1637,"displayName.zh-cn","生物技术/制药",1023,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1638,"displayName.zh-cn","广播/音乐/电影",1024,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1639,"displayName.zh-cn","化工/石油化工",1025,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1640,"displayName.zh-cn","服装和纺织制造",1026,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1641,"displayName.zh-cn","电脑/IT",1027,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1642,"displayName.zh-cn","建筑施工",1028,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1643,"displayName.zh-cn","顾问",1029,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1644,"displayName.zh-cn","饮食优惠",1030,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1645,"displayName.zh-cn","设计",1031,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1646,"displayName.zh-cn","分销/物流",1032,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1647,"displayName.zh-cn","教育",1033,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1648,"displayName.zh-cn","能源/水电",1034,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1649,"displayName.zh-cn","工程",1035,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1650,"displayName.zh-cn","金融服务",1036,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1651,"displayName.zh-cn","食品/饮料生产",1037,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1652,"displayName.zh-cn","政府",1038,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1653,"displayName.zh-cn","医疗服务",1039,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1654,"displayName.zh-cn","酒店/住宿",1040,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1655,"displayName.zh-cn","进口/出口/贸易",1041,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1656,"displayName.zh-cn","保险",1042,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1657,"displayName.zh-cn","互联网服务",1043,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1658,"displayName.zh-cn","法律服务",1044,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1659,"displayName.zh-cn","制造业",1045,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1660,"displayName.zh-cn","医疗/医院",1046,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1661,"displayName.zh-cn","非营利组织",1047,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1662,"displayName.zh-cn","表演艺术/美术",1048,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1663,"displayName.zh-cn","个人和家庭服务",1049,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1664,"displayName.zh-cn","印刷/出版",1050,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1665,"displayName.zh-cn","房地产/物业",1051,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1666,"displayName.zh-cn","招聘机构",1052,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1667,"displayName.zh-cn","餐厅/食品服务",1053,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1668,"displayName.zh-cn","零售",1054,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1669,"displayName.zh-cn","安全/监控",1055,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1670,"displayName.zh-cn","社会服务",1056,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1671,"displayName.zh-cn","体育",1057,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1672,"displayName.zh-cn","电信服务",1058,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1673,"displayName.zh-cn","旅遊服务",1059,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1674,"displayName.zh-cn","运输和仓储",1060,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1675,"displayName.zh-cn","其他",1061,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1676,"displayName.zh-cn","Clothing",1062,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1677,"displayName.zh-cn","T-shirts",1063,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1678,"displayName.zh-cn","Shirts",1064,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1679,"displayName.zh-cn","Vestons",1065,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1680,"displayName.zh-cn","Trousers",1066,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1681,"displayName.zh-cn","Jackets & Coats",1067,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1682,"displayName.zh-cn","Jeans",1068,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1683,"displayName.zh-cn","Shorts",1069,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1684,"displayName.zh-cn","Swimwear",1070,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1685,"displayName.zh-cn","Underwear",1071,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1686,"displayName.zh-cn","Office Clothes",1072,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1687,"displayName.zh-cn","Shoes",1073,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1688,"displayName.zh-cn","Sport Shoes",1074,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1689,"displayName.zh-cn","Boots",1075,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1690,"displayName.zh-cn","Formal Shoes",1076,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1691,"displayName.zh-cn","Casuals",1077,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1692,"displayName.zh-cn","Loafers",1078,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1693,"displayName.zh-cn","Sandals",1079,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1694,"displayName.zh-cn","Slip-ons",1080,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1695,"displayName.zh-cn","Slippers",1081,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1696,"displayName.zh-cn","Accessories",1082,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1697,"displayName.zh-cn","Belts",1083,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1698,"displayName.zh-cn","Ties",1084,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
