"id","code","in_country","out_country","district_id"
"1","510101","Phường Mỹ Bình",,"85"
"2","510102","Phường Mỹ Long",,"85"
"3","510103","Phường Đông Xuyên",,"85"
"4","510104","Phường Mỹ Xuyên",,"85"
"5","510105","Phường Bình Đức",,"85"
"6","510106","Phường Bình Khánh",,"85"
"7","510107","Phường Mỹ Phước",,"85"
"8","510108","Phường Mỹ Quý",,"85"
"9","510109","Phường Mỹ Thới",,"85"
"10","510110","Phường Mỹ Thạnh",,"85"
"11","510111","Phường Mỹ Hòa",,"85"
"12","510112","Xã Mỹ Khánh",,"85"
"13","510113","Xã Mỹ Hoà Hưng",,"85"
"14","510201","Phường Châu Phú B",,"90"
"15","510202","Phường Châu Phú A",,"90"
"16","510203","Phường Vĩnh Mỹ",,"90"
"17","510204","Phường Núi Sam",,"90"
"18","510205","Phường Vĩnh Ngươn",,"90"
"19","510206","Xã Vĩnh Tế",,"90"
"20","510207","Xã Vĩnh Châu",,"90"
"21","510301","Thị trấn An Phú",,"91"
"22","510302","Xã Khánh An",,"91"
"23","510303","Thị Trấn Long Bình",,"91"
"24","510304","Xã Khánh Bình",,"91"
"25","510305","Xã Quốc Thái",,"91"
"26","510306","Xã Nhơn Hội",,"91"
"27","510307","Xã Phú Hữu",,"91"
"28","510308","Xã Phú Hội",,"91"
"29","510309","Xã Phước Hưng",,"91"
"30","510310","Xã Vĩnh Lộc",,"91"
"31","510311","Xã Vĩnh Hậu",,"91"
"32","510312","Xã Vĩnh Trường",,"91"
"33","510313","Xã Vĩnh Hội Đông",,"91"
"34","510314","Xã Đa Phước",,"91"
"35","510401","Phường Long Thạnh",,"92"
"36","510402","Phường Long Hưng",,"92"
"37","510403","Phường Long Châu",,"92"
"38","510404","Xã Phú Lộc",,"92"
"39","510405","Xã Vĩnh Xương",,"92"
"40","510406","Xã Vĩnh Hòa",,"92"
"41","510407","Xã Tân Thạnh",,"92"
"42","510408","Xã Tân An",,"92"
"43","510409","Xã Long An",,"92"
"44","510410","Phường Long Phú",,"92"
"45","510411","Xã Châu Phong",,"92"
"46","510412","Xã Phú Vĩnh",,"92"
"47","510413","Xã Lê Chánh",,"92"
"48","510414","Phường Long Sơn",,"92"
"49","510501","Thị trấn Phú Mỹ",,"93"
"50","510502","Thị trấn Chợ Vàm",,"93"
"51","510503","Xã Long Hoà",,"93"
"52","510504","Xã Phú Long",,"93"
"53","510505","Xã Phú Lâm",,"93"
"54","510506","Xã Phú Hiệp",,"93"
"55","510507","Xã Phú Thạnh",,"93"
"56","510508","Xã Hoà Lạc",,"93"
"57","510509","Xã Phú Thành",,"93"
"58","510510","Xã Phú An",,"93"
"59","510511","Xã Phú Xuân",,"93"
"60","510512","Xã Hiệp Xương",,"93"
"61","510513","Xã Phú Bình",,"93"
"62","510514","Xã Phú Thọ",,"93"
"63","510515","Xã Phú Hưng",,"93"
"64","510516","Xã Bình Thạnh Đông",,"93"
"65","510517","Xã Tân Hòa",,"93"
"66","510518","Xã Tân Trung",,"93"
"67","510801","Thị trấn Cái Dầu",,"95"
"68","510808","Xã Khánh Hòa",,"95"
"69","510809","Xã Mỹ Đức",,"95"
"70","510810","Xã Mỹ Phú",,"95"
"71","510811","Xã Ô Long Vỹ",,"95"
"72","510813","Xã Vĩnh Thạnh Trung",,"95"
"73","510812","Xã Thạnh Mỹ Tây",,"95"
"74","510803","Xã Bình Long",,"95"
"75","510804","Xã Bình Mỹ",,"95"
"76","510806","Xã Bình Thủy",,"95"
"77","510807","Xã Đào Hữu Cảnh",,"95"
"78","510805","Xã Bình Phú",,"95"
"79","510802","Xã Bình Chánh",,"95"
"80","510602","Thị trấn Nhà Bàng",,"89"
"81","510601","Thị trấn Chi Lăng",,"89"
"82","510609","Xã Núi Voi",,"89"
"83","510608","Xã Nhơn Hưng",,"89"
"84","510607","Xã An Phú",,"89"
"85","510612","Xã Thới Sơn",,"89"
"86","510603","Thị trấn Tịnh Biên",,"89"
"87","510613","Xã Văn Giáo",,"89"
"88","510604","Xã An Cư",,"89"
"89","510606","Xã An Nông",,"89"
"90","510614","Xã Vĩnh Trung",,"89"
"91","510611","Xã Tân Lợi",,"89"
"92","510605","Xã An Hảo",,"89"
"93","510610","Xã Tân Lập",,"89"
"94","510702","Thị trấn Tri Tôn",,"88"
"95","510701","Thị trấn Ba Chúc",,"88"
"96","510706","Xã Lạc Quới",,"88"
"97","510707","Xã Lê Trì",,"88"
"98","510714","Xã Vĩnh Gia",,"88"
"99","510715","Xã Vĩnh Phước",,"88"
"100","510704","Xã Châu Lăng",,"88"
"101","510709","Xã Lương Phi",,"88"
"102","510708","Xã Lương An Trà",,"88"
"103","510712","Xã Tà Đảnh",,"88"
"104","510710","Xã Núi Tô",,"88"
"105","510703","Xã An Tức",,"88"
"106","510705","Xã Cô Tô",,"88"
"107","510713","Xã Tân Tuyến",,"88"
"108","510711","Xã Ô Lâm",,"88"
"109","511001","Thị trấn An Châu",,"87"
"110","511002","Xã An Hòa",,"87"
"111","511005","Xã Cần Đăng",,"87"
"112","511010","Xã Vĩnh Hanh",,"87"
"113","511004","Xã Bình Thạnh",,"87"
"114","511009","Xã Vĩnh Bình",,"87"
"115","511003","Xã Bình Hòa",,"87"
"116","511008","Xã Vĩnh An",,"87"
"117","511006","Xã Hòa Bình Thạnh",,"87"
"118","511011","Xã Vĩnh Lợi",,"87"
"119","511012","Xã Vĩnh Nhuận",,"87"
"120","511007","Xã Tân Phú",,"87"
"121","511013","Xã Vĩnh Thành",,"87"
"122","510901","Thị trấn Chợ Mới",,"94"
"123","510902","Thị trấn Mỹ Luông",,"94"
"124","510908","Xã Kiến An",,"94"
"125","510916","Xã Mỹ Hội Đông",,"94"
"126","510910","Xã Long Điền A",,"94"
"127","510918","Xã Tấn Mỹ",,"94"
"128","510911","Xã Long Điền B",,"94"
"129","510909","Xã Kiến Thành",,"94"
"130","510915","Xã Mỹ Hiệp",,"94"
"131","510914","Xã Mỹ An",,"94"
"132","510917","Xã Nhơn Mỹ",,"94"
"133","510912","Xã Long Giang",,"94"
"134","510913","Xã Long Kiến",,"94"
"135","510904","Xã Bình Phước Xuân",,"94"
"136","510903","Xã An Thạnh Trung",,"94"
"137","510907","Xã Hội An",,"94"
"138","510906","Xã Hòa Bình",,"94"
"139","510905","Xã Hòa An",,"94"
"140","511101","Thị trấn Núi Sập",,"86"
"141","511103","Thị trấn Phú Hoà",,"86"
"142","511102","Thị Trấn Óc Eo",,"86"
"143","511110","Xã Tây Phú",,"86"
"144","511104","Xã An Bình",,"86"
"145","511114","Xã Vĩnh Phú",,"86"
"146","511115","Xã Vĩnh Trạch",,"86"
"147","511109","Xã Phú Thuận",,"86"
"148","511112","Xã Vĩnh Chánh",,"86"
"149","511106","Xã Định Mỹ",,"86"
"150","511107","Xã Định Thành",,"86"
"151","511108","Xã Mỹ Phú Đông",,"86"
"152","511116","Xã Vọng Đông",,"86"
"153","511113","Xã Vĩnh Khánh",,"86"
"154","511111","Xã Thoại Giang",,"86"
"155","511105","Xã Bình Thành",,"86"
"156","511117","Xã Vọng Thê",,"86"
"157","520101","Phường 1",,"96"
"158","520116","Phường Thắng Tam",,"96"
"159","520105","Phường 2",,"96"
"160","520106","Phường 3",,"96"
"161","520107","Phường 4",,"96"
"162","520108","Phường 5",,"96"
"163","520115","Phường Thắng Nhì",,"96"
"164","520109","Phường 7",,"96"
"165","520112","Phường Nguyễn An Ninh",,"96"
"166","520110","Phường 8",,"96"
"167","520111","Phường 9",,"96"
"168","520114","Phường Thắng Nhất",,"96"
"169","520113","Phường Rạch Dừa",,"96"
"170","520102","Phường 10",,"96"
"171","520103","Phường 11",,"96"
"172","520104","Phường 12",,"96"
"173","520117","Xã Long Sơn",,"96"
"174","520206","Phường Phước Hưng",,"100"
"175","520205","Phường Phước Hiệp",,"100"
"176","520207","Phường Phước Nguyên",,"100"
"177","520204","Phường Long Toàn",,"100"
"178","520203","Phường Long Tâm",,"100"
"179","520208","Phường Phước Trung",,"100"
"180","520202","Phường Long Hương",,"100"
"181","520201","Phường Kim Dinh",,"100"
"182","520211","Xã Tân Hưng",,"100"
"183","520210","Xã Long Phước",,"100"
"184","520209","Xã Hoà Long",,"100"
"185","520702","Xã Bàu Chinh",,"98"
"186","520701","Thị trấn Ngãi Giao",,"98"
"187","520703","Xã Bình Ba",,"98"
"188","520713","Xã Suối Nghệ",,"98"
"189","520716","Xã Xuân Sơn",,"98"
"190","520712","Xã Sơn Bình",,"98"
"191","520704","Xã Bình Giã",,"98"
"192","520705","Xã Bình Trung",,"98"
"193","520715","Xã Xà Bang",,"98"
"194","520706","Xã Cù Bị",,"98"
"195","520709","Xã Láng Lớn",,"98"
"196","520711","Xã Quảng Thành",,"98"
"197","520708","Xã Kim Long",,"98"
"198","520714","Xã Suối Rao",,"98"
"199","520707","Xã Đá Bạc",,"98"
"200","520710","Xã Nghĩa Thành",,"98"
"201","520301","Thị trấn Phước Bửu",,"101"
"202","520311","Xã Phước Thuận",,"101"
"203","520310","Xã Phước Tân",,"101"
"204","520313","Xã Xuyên Mộc",,"101"
"205","520304","Xã Bông Trang",,"101"
"206","520312","Xã Tân Lâm",,"101"
"207","520302","Xã Bàu Lâm",,"101"
"208","520306","Xã Hòa Bình",,"101"
"209","520309","Xã Hòa Hưng",,"101"
"210","520307","Xã Hòa Hiệp",,"101"
"211","520308","Xã Hòa Hội",,"101"
"212","520305","Xã Bưng Riềng",,"101"
"213","520303","Xã Bình Châu",,"101"
"214","520401","Thị trấn Long Điền",,"102"
"215","520402","Thị trấn Long Hải",,"102"
"216","520403","Xã An Ngãi",,"102"
"217","520407","Xã Tam Phước",,"102"
"218","520404","Xã An Nhứt",,"102"
"219","520406","Xã Phước Tỉnh",,"102"
"220","520405","Xã Phước Hưng",,"102"
"221","520801","Thị trấn Đất Đỏ",,"99"
"222","520808","Xã Phước Long Thọ",,"99"
"223","520807","Xã Phước Hội",,"99"
"224","520805","Xã Long Mỹ",,"99"
"225","520802","Thị trấn Phước Hải",,"99"
"226","520806","Xã Long Tân",,"99"
"227","520803","Xã Láng Dài",,"99"
"228","520804","Xã Lộc An",,"99"
"229","520601","Thị trấn Phú Mỹ",,"97"
"230","520608","Xã Tân Hoà",,"97"
"231","520607","Xã Tân Hải",,"97"
"232","520605","Xã Phước Hoà",,"97"
"233","520609","Xã Tân Phước",,"97"
"234","520604","Xã Mỹ Xuân",,"97"
"235","520606","Xã Sông Xoài",,"97"
"236","520603","Xã Hắc Dịch",,"97"
"237","520602","Xã Châu Pha",,"97"
"238","520610","Xã Tóc Tiên",,"97"
"239","180107","Phường Thọ Xương",,"104"
"240","180108","Phường Trần Nguyên Hãn",,"104"
"241","180106","Phường Ngô Quyền",,"104"
"242","180103","Phường Hoàng Văn Thụ",,"104"
"243","180109","Phường Trần Phú",,"104"
"244","180105","Phường Mỹ Độ",,"104"
"245","180104","Phường Lê Lợi",,"104"
"246","180114","Xã Song Mai",,"104"
"247","180110","Phường Xương Giang",,"104"
"248","180101","Phường Đa Mai",,"104"
"249","180102","Phường Dĩnh Kế",,"104"
"250","180111","Xã Dĩnh Trì",,"104"
"251","180115","Xã Tân Mỹ",,"104"
"252","180112","Xã Đồng Sơn",,"104"
"253","180116","Xã Tân Tiến",,"104"
"254","180113","Xã Song Khê",,"104"
"255","180202","Thị trấn Cầu Gồ",,"111"
"256","180201","Thị trấn Bố Hạ",,"111"
"257","180211","Xã Đồng Tiến",,"111"
"258","180205","Xã Canh Nậu",,"111"
"259","180221","Xã Xuân Lương",,"111"
"260","180217","Xã Tam Tiến",,"111"
"261","180212","Xã Đồng Vương",,"111"
"262","180206","Xã Đồng Hưu",,"111"
"263","180210","Xã Đồng Tâm",,"111"
"264","180216","Xã Tam Hiệp",,"111"
"265","180220","Xã Tiến Thắng",,"111"
"266","180213","Xã Hồng Kỳ",,"111"
"267","180208","Xã Đồng Lạc",,"111"
"268","180209","Xã Đông Sơn",,"111"
"269","180218","Xã Tân Hiệp",,"111"
"270","180214","Xã Hương Vĩ",,"111"
"271","180207","Xã Đồng Kỳ",,"111"
"272","180203","Xã An Thượng",,"111"
"273","180215","Xã Phồn Xương",,"111"
"274","180219","Xã Tân Sỏi",,"111"
"275","180204","Xã Bố Hạ",,"111"
"276","180601","Thị trấn Cao Thượng",,"108"
"277","180602","Thị trấn Nhã Nam",,"108"
"278","180609","Xã Lan Giới",,"108"
"279","180616","Xã Nhã Nam",,"108"
"280","180622","Xã Tân Trung",,"108"
"281","180606","Xã Đại Hóa",,"108"
"282","180619","Xã Quang Tiến",,"108"
"283","180618","Xã Phúc Sơn",,"108"
"284","180603","Xã An Dương",,"108"
"285","180617","Xã Phúc Hòa",,"108"
"286","180611","Xã Liên Sơn",,"108"
"287","180607","Xã Hợp Đức",,"108"
"288","180608","Xã Lam Cốt",,"108"
"289","180605","Xã Cao Xá",,"108"
"290","180604","Xã Cao Thượng",,"108"
"291","180624","Xã Việt Ngọc",,"108"
"292","180621","Xã Song Vân",,"108"
"293","180612","Xã Ngọc Châu",,"108"
"294","180615","Xã Ngọc Vân",,"108"
"295","180623","Xã Việt Lập",,"108"
"296","180610","Xã Liên Chung",,"108"
"297","180614","Xã Ngọc Thiện",,"108"
"298","180613","Xã Ngọc Lý",,"108"
"299","180620","Xã Quế Nham",,"108"
"300","180801","Thị trấn Kép",,"106"
"301","180802","Thị trấn Vôi",,"106"
"302","180811","Xã Nghĩa Hòa",,"106"
"303","180812","Xã Nghĩa Hưng",,"106"
"304","180814","Xã Quang Thịnh",,"106"
"305","180808","Xã Hương Sơn",,"106"
"306","180805","Xã Đào Mỹ",,"106"
"307","180820","Xã Tiên Lục",,"106"
"308","180803","Xã An Hà",,"106"
"309","180818","Xã Tân Thịnh",,"106"
"310","180809","Xã Mỹ Hà",,"106"
"311","180807","Xã Hương Lạc",,"106"
"312","180806","Xã Dương Đức",,"106"
"313","180817","Xã Tân Thanh",,"106"
"314","180823","Xã Yên Mỹ",,"106"
"315","180816","Xã Tân Hưng",,"106"
"316","180810","Xã Mỹ Thái",,"106"
"317","180813","Xã Phi Mô",,"106"
"318","180822","Xã Xương Lâm",,"106"
"319","180821","Xã Xuân Hương",,"106"
"320","180815","Xã Tân Dĩnh",,"106"
"321","180804","Xã Đại Lâm",,"106"
"322","180819","Xã Thái Đào",,"106"
"323","180501","Thị trấn Đồi Ngô",,"112"
"324","180502","Thị trấn Lục Nam",,"112"
"325","180511","Xã Đông Hưng",,"112"
"326","180512","Xã Đông Phú",,"112"
"327","180519","Xã Tam Dị",,"112"
"328","180505","Xã Bảo Sơn",,"112"
"329","180504","Xã Bảo Đài",,"112"
"330","180520","Xã Thanh Lâm",,"112"
"331","180522","Xã Tiên Nha",,"112"
"332","180523","Xã Trường Giang",,"112"
"333","180521","Xã Tiên Hưng",,"112"
"334","180518","Xã Phương Sơn",,"112"
"335","180508","Xã Chu Điện",,"112"
"336","180509","Xã Cương Sơn",,"112"
"337","180517","Xã Nghĩa Phương",,"112"
"338","180525","Xã Vô Tranh",,"112"
"339","180506","Xã Bình Sơn",,"112"
"340","180515","Xã Lan Mẫu",,"112"
"341","180527","Xã Yên Sơn",,"112"
"342","180514","Xã Khám Lạng",,"112"
"343","180513","Xã Huyền Sơn",,"112"
"344","180524","Xã Trường Sơn",,"112"
"345","180516","Xã Lục Sơn",,"112"
"346","180503","Xã Bắc Lũng",,"112"
"347","180526","Xã Vũ Xá",,"112"
"348","180507","Xã Cẩm Lý",,"112"
"349","180510","Xã Đan Hội",,"112"
"350","180301","Thị trấn Chũ",,"113"
"351","180304","Xã Cấm Sơn",,"113"
"352","180327","Xã Tân Sơn",,"113"
"353","180317","Xã Phong Minh",,"113"
"354","180318","Xã Phong Vân",,"113"
"355","180330","Xã Xa Lý",,"113"
"356","180308","Xã Hộ Đáp",,"113"
"357","180322","Xã Sơn Hải",,"113"
"358","180328","Xã Thanh Hải",,"113"
"359","180310","Xã Kiên Lao",,"113"
"360","180303","Xã Biên Sơn",,"113"
"361","180311","Xã Kiên Thành",,"113"
"362","180309","Xã Hồng Giang",,"113"
"363","180312","Xã Kim Sơn",,"113"
"364","180323","Xã Tân Hoa",,"113"
"365","180307","Xã Giáp Sơn",,"113"
"366","180302","Xã Biển Động",,"113"
"367","180321","Xã Quý Sơn",,"113"
"368","180329","Xã Trù Hựu",,"113"
"369","180316","Xã Phì Điền",,"113"
"370","180315","Xã Nghĩa Hồ",,"113"
"371","180326","Xã Tân Quang",,"113"
"372","180306","Xã Đồng Cốc",,"113"
"373","180324","Xã Tân Lập",,"113"
"374","180319","Xã Phú Nhuận",,"113"
"375","180313","Xã Mỹ An",,"113"
"376","180314","Xã Nam Dương",,"113"
"377","180325","Xã Tân Mộc",,"113"
"378","180305","Xã Đèo Gia",,"113"
"379","180320","Xã Phượng Sơn",,"113"
"380","180401","Thị trấn An Châu",,"107"
"381","180402","Thị trấn Thanh Sơn",,"107"
"382","180417","Xã Thạch Sơn",,"107"
"383","180421","Xã Vân Sơn",,"107"
"384","180412","Xã Hữu Sản",,"107"
"385","180416","Xã Quế Sơn",,"107"
"386","180415","Xã Phúc Thắng",,"107"
"387","180409","Xã Chiên Sơn",,"107"
"388","180411","Xã Giáo Liêm",,"107"
"389","180422","Xã Vĩnh Khương",,"107"
"390","180408","Xã Cẩm Đàn",,"107"
"391","180405","Xã An Lạc",,"107"
"392","180406","Xã An Lập",,"107"
"393","180423","Xã Yên Định",,"107"
"394","180413","Xã Lệ Viễn",,"107"
"395","180404","Xã An Châu",,"107"
"396","180403","Xã An Bá",,"107"
"397","180419","Xã Tuấn Đạo",,"107"
"398","180410","Xã Dương Hưu",,"107"
"399","180407","Xã Bồng Am",,"107"
"400","180414","Xã Long Sơn",,"107"
"401","180420","Xã Tuấn Mậu",,"107"
"402","180418","Xã Thanh Luận",,"107"
"403","181001","Thị trấn Neo",,"110"
"404","181002","Thị trấn Tân Dân",,"110"
"405","181009","Xã Lão Hộ",,"110"
"406","181007","Xã Hương Gián",,"110"
"407","181013","Xã Tân An",,"110"
"408","181012","Xã Quỳnh Sơn",,"110"
"409","181011","Xã Nội Hoàng",,"110"
"410","181017","Xã Tiền Phong",,"110"
"411","181020","Xã Xuân Phú",,"110"
"412","181014","Xã Tân Liễu",,"110"
"413","181018","Xã Trí Yên",,"110"
"414","181008","Xã Lãng Sơn",,"110"
"415","181021","Xã Yên Lư",,"110"
"416","181016","Xã Tiến Dũng",,"110"
"417","181010","Xã Nham Sơn",,"110"
"418","181006","Xã Đức Giang",,"110"
"419","181003","Xã Cảnh Thụy",,"110"
"420","181019","Xã Tư Mại",,"110"
"421","181015","Xã Thắng Cương",,"110"
"422","181005","Xã Đồng Việt",,"110"
"423","181004","Xã Đồng Phúc",,"110"
"424","180901","Thị trấn  Bích Động",,"109"
"425","180902","Thị trấn Nếnh",,"109"
"426","180913","Xã Thượng Lan",,"109"
"427","180919","Xã Việt Tiến",,"109"
"428","180908","Xã Nghĩa Trung",,"109"
"429","180907","Xã Minh Đức",,"109"
"430","180906","Xã Hương Mai",,"109"
"431","180916","Xã Tự Lạn",,"109"
"432","180903","Xã Bích Sơn",,"109"
"433","180915","Xã Trung Sơn",,"109"
"434","180905","Xã Hồng Thái",,"109"
"435","180914","Xã Tiên Sơn",,"109"
"436","180912","Xã Tăng Tiến",,"109"
"437","180911","Xã Quảng Minh",,"109"
"438","180904","Xã Hoàng Ninh",,"109"
"439","180909","Xã Ninh Sơn",,"109"
"440","180918","Xã Vân Trung",,"109"
"441","180917","Xã Vân Hà",,"109"
"442","180910","Xã Quang Châu",,"109"
"443","180701","Thị trấn Thắng",,"105"
"444","180708","Xã Đồng Tân",,"105"
"445","180724","Xã Thanh Vân",,"105"
"446","180712","Xã Hoàng Lương",,"105"
"447","180714","Xã Hoàng Vân",,"105"
"448","180713","Xã Hoàng Thanh",,"105"
"449","180711","Xã Hoàng An",,"105"
"450","180721","Xã Ngọc Sơn",,"105"
"451","180723","Xã Thái Sơn",,"105"
"452","180710","Xã Hòa Sơn",,"105"
"453","180709","Xã Đức Thắng",,"105"
"454","180722","Xã Quang Minh",,"105"
"455","180718","Xã Lương Phong",,"105"
"456","180716","Xã Hùng Sơn",,"105"
"457","180704","Xã Đại Thành",,"105"
"458","180725","Xã Thường Thắng",,"105"
"459","180715","Xã Hợp Thịnh",,"105"
"460","180705","Xã Danh Thắng",,"105"
"461","180720","Xã Mai Trung",,"105"
"462","180706","Xã Đoan Bái",,"105"
"463","180702","Xã Bắc Lý",,"105"
"464","180726","Xã Xuân Cẩm",,"105"
"465","180717","Xã Hương Lâm",,"105"
"466","180707","Xã Đông Lỗ",,"105"
"467","180703","Xã Châu Minh",,"105"
"468","180719","Xã Mai Đình",,"105"
"469","110103","Phường Nguyễn Thị Minh Khai",,"114"
"470","110105","Phường Sông Cầu",,"114"
"471","110101","Phường Đức Xuân",,"114"
"472","110104","Phường Phùng Chí Kiên",,"114"
"473","110102","Phường Huyền Tụng",,"114"
"474","110107","Xã Dương Quang",,"114"
"475","110108","Xã Nông Thượng",,"114"
"476","110106","Phường Xuất Hóa",,"114"
"477","110802","Xã Bằng Thành",,"117"
"478","110809","Xã Nhạn Môn",,"117"
"479","110803","Xã Bộc Bố",,"117"
"480","110806","Xã Công Bằng",,"117"
"481","110807","Xã Giáo Hiệu",,"117"
"482","110810","Xã Xuân La",,"117"
"483","110801","Xã An Thắng",,"117"
"484","110805","Xã Cổ Linh",,"117"
"485","110808","Xã Nghiên Loan",,"117"
"486","110804","Xã Cao Tân",,"117"
"487","110601","Thị trấn Chợ Rã",,"115"
"488","110602","Xã Bành Trạch",,"115"
"489","110613","Xã Phúc Lộc",,"115"
"490","110608","Xã Hà Hiệu",,"115"
"491","110603","Xã Cao Thượng",,"115"
"492","110604","Xã Cao Trĩ",,"115"
"493","110610","Xã Khang Ninh",,"115"
"494","110612","Xã Nam Mẫu",,"115"
"495","110615","Xã Thượng Giáo",,"115"
"496","110606","Xã Địa Linh",,"115"
"497","110616","Xã Yến Dương",,"115"
"498","110605","Xã Chu Hương",,"115"
"499","110614","Xã Quảng Khê",,"115"
"500","110611","Xã Mỹ Phương",,"115"
"501","110609","Xã Hoàng Trĩ",,"115"
"502","110607","Xã Đồng Phúc",,"115"
"503","110501","Thị trấn Nà Phặc",,"121"
"504","110508","Xã Thượng Ân",,"121"
"505","110502","Xã Bằng Vân",,"121"
"506","110503","Xã Cốc Đán",,"121"
"507","110510","Xã Trung Hoà",,"121"
"508","110504","Xã Đức Vân",,"121"
"509","110511","Xã Vân Tùng",,"121"
"510","110509","Xã Thượng Quan",,"121"
"511","110506","Xã Lãng Ngâm",,"121"
"512","110507","Xã Thuần Mang",,"121"
"513","110505","Xã Hương Nê",,"121"
"514","110301","Thị trấn Phủ Thông",,"116"
"515","110310","Xã Phương Linh",,"116"
"516","110316","Xã Vi Hương",,"116"
"517","110313","Xã Sĩ Bình",,"116"
"518","110317","Xã Vũ Muộn",,"116"
"519","110304","Xã Đôn Phong",,"116"
"520","110315","Xã Tú Trĩ",,"116"
"521","110307","Xã Lục Bình",,"116"
"522","110314","Xã Tân Tiến",,"116"
"523","110311","Xã Quân Bình",,"116"
"524","110309","Xã Nguyên Phúc",,"116"
"525","110303","Xã Cao Sơn",,"116"
"526","110306","Xã Hà Vị",,"116"
"527","110302","Xã Cẩm Giàng",,"116"
"528","110308","Xã Mỹ Thanh",,"116"
"529","110305","Xã Dương Phong",,"116"
"530","110312","Xã Quang Thuận",,"116"
"531","110201","Thị trấn Bằng Lũng",,"119"
"532","110218","Xã Xuân Lạc",,"119"
"533","110210","Xã Nam Cường",,"119"
"534","110207","Xã Đồng Lạc",,"119"
"535","110217","Xã Tân Lập",,"119"
"536","110202","Xã Bản Thi",,"119"
"537","110215","Xã Quảng Bạch",,"119"
"538","110204","Xã Bằng Phúc",,"119"
"539","110221","Xã Yên Thịnh",,"119"
"540","110222","Xã Yên Thượng",,"119"
"541","110214","Xã Phương Viên",,"119"
"542","110212","Xã Ngọc Phái",,"119"
"543","110216","Xã Rã Bản",,"119"
"544","110208","Xã Đông Viên",,"119"
"545","110209","Xã Lương Bằng",,"119"
"546","110203","Xã Bằng Lãng",,"119"
"547","110206","Xã Đại Sảo",,"119"
"548","110211","Xã Nghĩa Tá",,"119"
"549","110213","Xã Phong Huân",,"119"
"550","110219","Xã Yên Mỹ",,"119"
"551","110205","Xã Bình Trung",,"119"
"552","110220","Xã Yên Nhuận",,"119"
"553","11071","Thị trấn Chợ Mới",,"120"
"554","110710","Xã Tân Sơn",,"120"
"555","110713","Xã Thanh Vận",,"120"
"556","11075","Xã Mai Lạp",,"120"
"557","11074","Xã Hoà Mục",,"120"
"558","110712","Xã Thanh Mai",,"120"
"559","11073","Xã Cao Kỳ",,"120"
"560","11077","Xã Nông Hạ",,"120"
"561","110714","Xã Yên Cư",,"120"
"562","11078","Xã Nông Thịnh",,"120"
"563","110716","Xã Yên Hân",,"120"
"564","110711","Xã Thanh Bình",,"120"
"565","11076","Xã Như Cố",,"120"
"566","11072","Xã Bình Văn",,"120"
"567","110715","Xã Yên Đĩnh",,"120"
"568","11079","Xã Quảng Chu",,"120"
"569","110401","Thị trấn Yến Lạc",,"118"
"570","110421","Xã Vũ Loan",,"118"
"571","110413","Xã Lạng San",,"118"
"572","110417","Xã Lương Thượng",,"118"
"573","110410","Xã Kim Hỷ",,"118"
"574","110419","Xã Văn Học",,"118"
"575","110405","Xã Cường Lợi",,"118"
"576","110415","Xã Lương Hạ",,"118"
"577","110411","Xã Kim Lư",,"118"
"578","110416","Xã Lương Thành",,"118"
"579","110402","Xã Ân Tình",,"118"
"580","110412","Xã Lam Sơn",,"118"
"581","110420","Xã Văn Minh",,"118"
"582","110403","Xã Côn Minh",,"118"
"583","110404","Xã Cư Lễ",,"118"
"584","110409","Xã Hữu Thác",,"118"
"585","110408","Xã Hảo Nghĩa",,"118"
"586","110418","Xã Quang Phong",,"118"
"587","110407","Xã Dương Sơn",,"118"
"588","110422","Xã Xuân Dương",,"118"
"589","110406","Xã Đổng Xá",,"118"
"590","110414","Xã Liêm Thuỷ",,"118"
"591","600102","Phường 2",,"123"
"592","600103","Phường 3",,"123"
"593","600104","Phường 5",,"123"
"594","600105","Phường 7",,"123"
"595","600101","Phường 1",,"123"
"596","600106","Phường 8",,"123"
"597","600107","Phường Nhà Mát",,"123"
"598","600109","Xã Vĩnh Trạch",,"123"
"599","600110","Xã Vĩnh Trạch Đông",,"123"
"600","600108","Xã Hiệp Thành",,"123"
"601","600301","Thị trấn Ngan Dừa",,"126"
"602","600304","Xã Ninh Quới",,"126"
"603","600305","Xã Ninh Quới A",,"126"
"604","600303","Xã Ninh Hòa",,"126"
"605","600302","Xã Lộc Ninh",,"126"
"606","600308","Xã Vĩnh Lộc",,"126"
"607","600309","Xã Vĩnh Lộc A",,"126"
"608","600307","Xã Ninh Thạnh Lợi A",,"126"
"609","600306","Xã Ninh Thạnh Lợi",,"126"
"610","600501","Thị trấn Phước Long",,"127"
"611","600506","Xã Vĩnh Phú Đông",,"127"
"612","600507","Xã Vĩnh Phú Tây",,"127"
"613","600505","Xã Phước Long",,"127"
"614","600502","Xã Hưng Phú",,"127"
"615","600508","Xã Vĩnh Thanh",,"127"
"616","600503","Xã Phong Thạnh Tây A",,"127"
"617","600504","Xã Phong Thạnh Tây B",,"127"
"618","600207","Xã Vĩnh Hưng",,"128"
"619","600208","Xã Vĩnh Hưng A",,"128"
"620","600201","Thị trấn Châu Hưng",,"128"
"621","600202","Xã Châu Hưng A",,"128"
"622","600205","Xã Hưng Thành",,"128"
"623","600204","Xã Hưng Hội",,"128"
"624","600203","Xã Châu Thới",,"128"
"625","600206","Xã Long Thạnh",,"128"
