id,meta_key,meta_value,term_id,created_by
4799,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514186795069.jpg,1640,liquibase
4800,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514187653432.jpg,1017,liquibase
4801,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514187709553.jpg,1018,liquibase
4802,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514187806583.jpg,1019,liquibase
4803,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514187853541.jpg,1048,liquibase
4804,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514187944615.jpg,1020,liquibase
4805,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514187992262.jpg,1021,liquibase
4806,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514188028459.jpg,1023,liquibase
4807,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514188135910.jpg,1024,liquibase
4808,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514188184423.jpg,1025,liquibase
4809,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514188218544.jpg,1026,liquibase
4810,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514188634649.jpg,1028,liquibase
4811,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514188679283.jpg,1029,liquibase
4812,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514188731654.jpg,1637,liquibase
4813,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514188782398.jpg,1031,liquibase
4814,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514188840598.jpg,1032,liquibase
4815,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514188881028.jpg,1648,liquibase
4816,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514188922649.jpg,1033,liquibase
4817,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514188961459.jpg,1034,liquibase
4818,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514189000009.jpg,1035,liquibase
4819,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514189038539.jpg,1639,liquibase
4820,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514189087742.jpg,1647,liquibase
