id,meta_key,meta_value,term_id,created_by
4791,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514523025360.jpg,1015,liquibase
4792,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514523137550.jpg,1640,liquibase
4793,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514523223713.jpg,1017,liquibase
4794,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514523277216.jpg,1018,liquibase
4795,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514523347191.jpg,1019,liquibase
4796,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514523400306.jpg,1048,liquibase
4797,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514523485355.jpg,1020,liquibase
4798,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514523536359.jpg,1021,liquibase
4799,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514523572338.jpg,1022,liquibase
4800,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514523611890.jpg,1023,liquibase
4801,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514523659871.jpg,1024,liquibase
4802,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514523695245.jpg,1025,liquibase
4803,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514523732152.jpg,1026,liquibase
4804,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514523767467.jpg,1027,liquibase
4805,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514523810560.jpg,1028,liquibase
4806,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514523854683.jpg,1031,liquibase
4807,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514524526782.jpg,1032,liquibase
4808,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514524587587.jpg,1648,liquibase
4809,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514524627267.jpg,1033,liquibase
4810,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514524664127.jpg,1034,liquibase
4811,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514524702227.jpg,1035,liquibase
4812,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514528152884.jpg,1639,liquibase
4813,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514528204382.jpg,1647,liquibase
4814,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514528261386.jpg,1646,liquibase
4815,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514528325012.jpg,1036,liquibase
4816,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514528372978.jpg,1037,liquibase
4817,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514528493578.jpg,1053,liquibase
4818,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514528527602.jpg,1038,liquibase
4819,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514528569383.jpg,1039,liquibase
4820,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514528615867.jpg,1040,liquibase
4821,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514528667563.jpg,1042,liquibase
4822,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514528721035.jpg,1651,liquibase
4823,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514528758461.jpg,1043,liquibase
4824,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514528808986.jpg,1636,liquibase
4825,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514528853785.jpg,1642,liquibase
4826,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514528894899.jpg,1044,liquibase
4827,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514528936162.jpg,1045,liquibase
4828,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514528996523.jpg,1645,liquibase
4829,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514529505885.jpg,1046,liquibase
4830,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514529557572.jpg,1635,liquibase
4831,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514529604670.jpg,1047,liquibase
4832,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514529644138.jpg,1061,liquibase
4833,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514529697935.jpg,1634,liquibase
4834,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514529760516.jpg,1049,liquibase
4835,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514529803860.jpg,1050,liquibase
4836,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514529840632.jpg,1649,liquibase
4837,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514529879158.jpg,1051,liquibase
4838,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514529913186.jpg,1644,liquibase
4839,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514529960797.jpg,1052,liquibase
4840,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514530011408.jpg,1054,liquibase
4841,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514530043698.jpg,1643,liquibase
4842,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514530083347.jpg,1055,liquibase
4843,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514530125921.jpg,1056,liquibase
4844,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514530166238.jpg,1057,liquibase
4845,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514530206662.jpg,1058,liquibase
4846,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514530236938.jpg,1638,liquibase
4847,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514530269520.jpg,1059,liquibase
4848,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514530304002.jpg,1041,liquibase
4849,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514530351098.jpg,1060,liquibase
4850,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514530382986.jpg,1650,liquibase
4851,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514530487522.jpg,1016,liquibase
4852,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514532077221.jpg,1029,liquibase
4853,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514532160486.jpg,1637,liquibase
4854,categoryImageUrl,https://dm4fv4ltmsvz0.cloudfront.net/1514532199713.jpg,1641,liquibase
