"id","name","display_name","term_level","term_order","taxonomy_id","parent_id","created_by","created_date","last_modified_by","last_modified_date"
1196,"storage","Storage",1,999,1001,1005,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1197,"flash-drive","Flash Drive",2,999,1001,1196,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1198,"external-hdd","External HDD",2,999,1001,1196,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1199,"network-devices","Network Devices",1,999,1001,1005,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1200,"printers-scanners","Printers and Scanners",1,999,1001,1005,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1201,"components","Components",1,999,1001,1005,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1214,"televisions","Televisions",1,999,1001,1006,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1215,"24-inches-below","24 inches & below",2,999,1001,1214,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1216,"25-32-inches","25-32 inches",2,999,1001,1214,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1217,"33-42-inches","33-42 inches",2,999,1001,1214,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1218,"43-54-inches","43-54 inches",2,999,1001,1214,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1219,"55-inches-above","55 inches & above",2,999,1001,1214,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1220,"accessories","Accessories",2,999,1001,1214,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1221,"av","A/V",1,999,1001,1006,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1222,"speakers","Speakers",2,999,1001,1221,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1223,"home-audio-theater","Home Audio Theater",2,999,1001,1221,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1224,"audio-players","Audio Players",2,999,1001,1221,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1225,"projectors","Projectors",2,999,1001,1221,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1226,"streaming-media-players","Streaming Media Players",2,999,1001,1221,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1227,"gaming","Gaming",1,999,1001,1006,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1228,"xbox","Xbox",2,999,1001,1227,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1229,"playstation","Playstation",2,999,1001,1227,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1230,"nintendo","Nintendo",2,999,1001,1227,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1231,"smartwatches","Smartwatches",1,999,1001,1004,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1232,"activity-trackers","Activity Trackers",1,999,1001,1004,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1233,"virtual-reality-headsets","Virtual Reality Headsets",1,999,1001,1004,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1234,"app-enabled-accessories","App-enabled Accessories",1,999,1001,1004,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1235,"kitchen","Kitchen",1,999,1001,1007,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1236,"rice-cookers-steamers","Rice Cookers & Steamers",2,999,1001,1235,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1237,"fryers","Fryiers",2,999,1001,1235,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1238,"juicers","Juicers",2,999,1001,1235,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1239,"electric-grills","Electric Grills",2,999,1001,1235,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1240,"toasters-sandwich-makers","Toaster & Sandwich Makers",2,999,1001,1235,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1241,"kettles-thermopots","Kettles & Thermopots",2,999,1001,1235,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1242,"coffee-machines-accessories","Coffee Machines & Accessories",2,999,1001,1235,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1243,"speciality-cookware","Speciality Cookware",2,999,1001,1235,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1244,"water-filters-purifiers","Water Filters & Purifiers",2,999,1001,1235,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1245,"cookware","Cookware",2,999,1001,1235,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1246,"bakeware","Bakeware",2,999,1001,1235,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1247,"knives-containers","Knives & Containers",2,999,1001,1235,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1248,"kitchen-tools","Kitchen Tools",2,999,1001,1235,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1249,"tableware","Tableware",2,999,1001,1235,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1250,"kitchen-storage","Kitchen Storage",2,999,1001,1235,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1251,"bathroom","Bathroom",1,999,1001,1007,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1252,"towel","Towel",2,999,1001,1251,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1253,"bathtub","Bathtub",2,999,1001,1251,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1254,"curtain","Curtain",2,999,1001,1251,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1255,"lavabo","Lavabo",2,999,1001,1251,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1256,"toilet","Toilet",2,999,1001,1251,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1257,"bedroom","Bedroom",1,999,1001,1007,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1258,"bed","Bed",2,999,1001,1257,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1259,"mattress","Mattress",2,999,1001,1257,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1260,"drap","Drap",2,999,1001,1257,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1261,"pillow","Pillow",2,999,1001,1257,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1262,"blanket","Blanket",2,999,1001,1257,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1263,"living-room","Living Room",1,999,1001,1007,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1264,"table","Table",2,999,1001,1263,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1265,"chair","Chair",2,999,1001,1263,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1266,"sofa","Sofa",2,999,1001,1263,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1267,"pillow-insert-cover","Pillows, Inserts & Covers",2,999,1001,1263,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1268,"dining-room","Dining Room",1,999,1001,1007,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1269,"table","Table",2,999,1001,1268,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1270,"chair","Chair",2,999,1001,1268,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1271,"home-bar","Home Bar",2,999,1001,1268,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1273,"dishes-bowls","Dishes & Bowls",2,999,1001,1268,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1274,"forks-chopsticks-spoons","Forks, Chopsticks & Spoons",2,999,1001,1268,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1275,"cups-glasses","Cups, Glasses",2,999,1001,1268,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1276,"hallway-entry","Hallway & Entry",1,999,1001,1007,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1277,"cabinets","Cabinets",1,999,1001,1007,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1278,"tv-cabinets","TV Cabinets",2,999,1001,1277,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1279,"clothes-cabinets","Clothes Cabinets",2,999,1001,1277,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1280,"dishes-cabinets","Dishes Cabinets",2,999,1001,1277,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1281,"shoes-cabinets","Shoes Cabinets",2,999,1001,1277,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1282,"bookshelf","Bookshelf",2,999,1001,1277,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1283,"diapering-potty","Diapering & Potty",1,999,1001,1008,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1284,"taped-diapers","Taped Diapers",2,999,1001,1283,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1285,"pants-pull-ups-diapers","Pants/Pull-ups Diapers",2,999,1001,1283,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1286,"cloth-diapers","Cloth Diapers",2,999,1001,1283,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1287,"wipes-holders","Wipes & Holders",2,999,1001,1283,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1288,"baby-gear","Baby Gear",1,999,1001,1008,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1289,"strollers","Strollers",2,999,1001,1288,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1290,"carriers","Carriers",2,999,1001,1288,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1291,"car-seats","Car Seats",2,999,1001,1288,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1292,"mattress-bedding","Mattress & Bedding",1,999,1001,1008,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1293,"feeding","Feeding",1,999,1001,1008,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1294,"milk-formula","Milk Formula",2,999,1001,1293,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1295,"bottle-feeding","Bottle Feeding",2,999,1001,1293,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1296,"breast-pumps","Breast Pumps",2,999,1001,1293,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1297,"breastfeeding","Breastfeeding",2,999,1001,1293,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1298,"highchairs-booster-seats","Highchairs & Booster Seats",2,999,1001,1293,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1299,"clothing-accessories","Clothing & Accessories",1,999,1001,1008,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1300,"baby-boys","Baby Boys",2,999,1001,1299,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1301,"baby-girls","Baby Girls",2,999,1001,1299,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1302,"new-born","New-Born",2,999,1001,1299,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1303,"shoes","Shoes",1,999,1001,1008,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1304,"baby-boys","Baby Boys",2,999,1001,1303,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1305,"baby-girls","Baby Girls",2,999,1001,1303,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1306,"new-born","New-Born",2,999,1001,1303,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1307,"maternity-care","Maternity Care",1,999,1001,1008,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1308,"pacifiers-accessories","Pacifiers & Accessories",1,999,1001,1008,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1309,"skincare","Skincare",1,999,1001,1009,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1310,"face-mask","Face Mask",2,999,1001,1309,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1311,"cleanser-scrub","Cleanser & Scrub",2,999,1001,1309,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1312,"whitening-cream","Whitening Cream",2,999,1001,1309,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1313,"face-moisturizer","Face Moisturizer",2,999,1001,1309,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1314,"sun-cream","Sun Cream",2,999,1001,1309,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1315,"skin-mist","Skin Mist",2,999,1001,1309,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1316,"toners","Toners",2,999,1001,1309,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1317,"treatments","Treatments",2,999,1001,1309,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1318,"oils-serums","Oils & Serums",2,999,1001,1309,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1319,"eye-care","Eye Care",2,999,1001,1309,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1320,"skincare-tools","Skincare Tools",2,999,1001,1309,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1321,"makeup","Makeup",1,999,1001,1009,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1322,"mascaras","Mascaras",2,999,1001,1321,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1323,"eyeliners","Eyeliners",2,999,1001,1321,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1324,"eys-shadow","Eye Shadow",2,999,1001,1321,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1325,"eyebrow-color","Eyebrow Color",2,999,1001,1321,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1326,"concealer-base","Concealer & Base",2,999,1001,1321,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1327,"lipstick","Lipstick",2,999,1001,1321,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1328,"lip-care","Lip Care",2,999,1001,1321,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1329,"lip-liner","Lip Liner",2,999,1001,1321,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1330,"lip-gloss","Lip Gloss",2,999,1001,1321,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1331,"lip-primer","Lip Primer",2,999,1001,1321,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1332,"lip-palettes-kits","Lip Palettes & Kits",2,999,1001,1321,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1333,"foundation-powder","Foundation Powder",2,999,1001,1321,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1334,"foundation-primer","Foundation Primer",2,999,1001,1321,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1335,"bronzers-highlighters","Bronzers & Highlighters",2,999,1001,1321,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1336,"makeup-removal","Makeup Removal",2,999,1001,1321,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1337,"makeup-tools","Makeup Tools",2,999,1001,1321,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1338,"bath-body","Bath & Body",1,999,1001,1009,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1339,"shower-milk","Shower Milk",2,999,1001,1338,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1340,"body-lotion","Body Lotion",2,999,1001,1338,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1341,"deodorants","Deodorants",2,999,1001,1338,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1342,"scrubs","Scrubs",2,999,1001,1338,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1343,"hands-feet-nails","Hands, Feet & Nails",2,999,1001,1338,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1344,"mans-shower-milk","Man's Shower Milk",2,999,1001,1338,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1345,"hair-care","Hair Care",1,999,1001,1009,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1346,"shampoo","Shampoo",2,999,1001,1345,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1347,"conditioner","Conditioner",2,999,1001,1345,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1348,"mans-shampoo","Man's Shampoo",2,999,1001,1345,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1349,"styling-tools-appliances","Styling Tools & Appliances",2,999,1001,1345,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1350,"styling-products","Styling Products",2,999,1001,1345,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1351,"serums","Serums",2,999,1001,1345,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1352,"hair-removal","Hair Removal",2,999,1001,1345,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1353,"hair-dyeing","Hair Dyeing",2,999,1001,1345,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1354,"hair-grooming","Hair Grooming",2,999,1001,1345,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1355,"fragrances","Fragrances",1,999,1001,1009,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1356,"womans-perfume","Woman's Perfume",2,999,1001,1355,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1357,"mans-perfume","Man's Perfume",2,999,1001,1355,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1358,"exercise-fitness","Exercise & Fitness",1,999,1001,1010,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1359,"cardio-equipment","Cardio Equipment",2,999,1001,1358,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1360,"strength-equipment","Strength Equipment",2,999,1001,1358,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1361,"fitness-accessories","Fitness Accessories",2,999,1001,1358,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1362,"weight","Weight",2,999,1001,1358,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1363,"yoga","Yoga",2,999,1001,1358,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1364,"pilates","Pilates",2,999,1001,1358,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1365,"boxing-martial-arts-mma","Boxing, Martial Arts & MMA",2,999,1001,1358,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1366,"team-sport","Team Sport",1,999,1001,1010,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1367,"football","Football",2,999,1001,1366,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1368,"basketball","Basketball",2,999,1001,1366,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1369,"volleyball","Volleyball",2,999,1001,1366,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1370,"outdoor-recreation","Outdoor & Recreation",1,999,1001,1010,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1371,"cycling","Cycling",2,999,1001,1370,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1372,"fishing","Fishing",2,999,1001,1370,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1373,"camping-hiking","Camping & Hiking",2,999,1001,1370,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1374,"scooters","Scooters",2,999,1001,1370,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1375,"inline-roller-skating","Inline & Roller Skating",2,999,1001,1370,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1376,"skateboard","Skateboard",2,999,1001,1370,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1377,"swimming","Swimming",2,999,1001,1370,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1378,"diving-snorkeling","Diving & Snorkeling",2,999,1001,1370,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1379,"racquet-sports","Racquet Sports",1,999,1001,1010,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1380,"badminton","Badminton",2,999,1001,1379,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1381,"table-tennis","Table Tennis",2,999,1001,1379,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1382,"tennis","Tennis",2,999,1001,1379,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1383,"accessories","Accessories",1,999,1001,1010,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1384,"bikes-helmets","Bikes Helmets",2,999,1001,1383,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1385,"sports-water-bottle","Sports Water Bottles",2,999,1001,1383,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1386,"travel-luggages","Travel & Luggages",1,999,1001,1010,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1387,"luggages","Luggages",2,999,1001,1386,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1388,"suitcases","Suitcases",2,999,1001,1386,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1389,"luggage-sets","Luggage Sets",2,999,1001,1386,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1390,"laptop-bags-cases","Laptop Bags & Cases",2,999,1001,1386,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1391,"travel-bags","Travel Bags",2,999,1001,1386,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1392,"kids-bags-luggages","Kid's Bags & Luggages",2,999,1001,1386,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1393,"packing-organisers","Packing Organisers",2,999,1001,1386,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1394,"travel-accessories","Travel Accessories",2,999,1001,1386,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1395,"umbrella","Umbrella",2,999,1001,1386,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1396,"automative","Automative",1,999,1001,1014,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1397,"car-care","Car Care",2,999,1001,1396,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
